adv_id,adv_name,level,weapon,creature_id,creature_name,creature_level,player_hit_pct,player_dmg_per_hit,player_dps,ttk_player_turns,creature_hit_pct,creature_dmg_per_hit,creature_dps,ttk_creature_turns,ttk_ratio,predicted_winner,mc_player_winrate,mc_mean_ttk_turns
tank,Tank Fighter,5,bronze_sword,stone_golem,Stone Golem,10,75.0,5.0,3.75,48.5,85.0,11.07,9.41,22.6,2.14,creature,,
tank,Tank Fighter,5,bronze_sword,dire_wight,Dire Wight,12,40.0,5.44,2.18,69.0,85.0,14.25,12.11,17.6,3.92,creature,,
tank,Tank Fighter,5,bronze_sword,wraith,Wraith,12,35.0,6.57,2.3,65.2,80.0,14.32,11.45,18.6,3.51,creature,,
tank,Tank Fighter,5,bronze_sword,troll,Troll,14,50.0,5.25,2.62,92.2,95.0,16.77,15.93,13.4,6.9,creature,,
tank,Tank Fighter,5,bronze_sword,young_dragon,Young Dragon,16,30.0,3.75,1.12,241.8,95.0,18.87,17.93,11.9,20.35,creature,,
tank,Tank Fighter,5,bronze_sword,demon,Demon,18,15.0,4.76,0.71,310.9,95.0,22.03,20.93,10.2,30.55,creature,,
tank,Tank Fighter,5,bronze_sword,ancient_dragon,Ancient Dragon,20,15.0,4.0,0.6,403.3,95.0,24.66,23.43,9.1,44.37,creature,,
tank,Tank Fighter,10,bronze_sword,rat,Giant Rat,1,95.0,13.16,12.5,1.6,5.0,1.0,0.05,5560.0,0.0,player,,
tank,Tank Fighter,10,bronze_sword,archer_goblin,Archer Goblin,2,95.0,13.16,12.5,2.7,20.0,1.0,0.2,1390.0,0.0,player,,
tank,Tank Fighter,10,bronze_sword,goblin,Goblin,2,95.0,13.16,12.5,3.2,10.0,1.0,0.1,2780.0,0.0,player,,
tank,Tank Fighter,10,bronze_sword,goblin_mage,Goblin Mage,3,95.0,13.16,12.5,3.0,20.0,1.0,0.2,1390.0,0.0,player,,
tank,Tank Fighter,10,bronze_sword,skeleton,Skeleton,3,95.0,11.9,11.3,4.6,10.0,1.94,0.19,1433.0,0.0,player,,
tank,Tank Fighter,10,bronze_sword,wild_boar,Wild Boar,4,95.0,13.16,12.5,5.0,30.0,1.0,0.3,926.7,0.01,player,,
tank,Tank Fighter,10,bronze_sword,orc_brute,Orc Brute,5,95.0,12.16,11.55,6.3,35.0,1.9,0.67,417.1,0.02,player,,
tank,Tank Fighter,10,bronze_sword,fire_elemental,Fire Elemental,6,95.0,12.16,11.55,7.5,35.0,3.62,1.27,219.5,0.03,player,,
tank,Tank Fighter,10,bronze_sword,dire_wolf,Dire Wolf,7,85.0,13.24,11.25,8.6,40.0,4.56,1.83,152.2,0.06,player,,
tank,Tank Fighter,10,bronze_sword,cyclops,Cyclops,8,95.0,13.16,12.5,12.1,70.0,5.05,3.53,78.7,0.15,player,,
tank,Tank Fighter,10,bronze_sword,ogre,Ogre,9,95.0,11.16,10.6,15.7,60.0,7.36,4.41,63.0,0.25,player,,
tank,Tank Fighter,10,bronze_sword,ogre_brute,Ogre Brute,10,95.0,11.16,10.6,17.1,80.0,8.13,6.5,42.8,0.4,player,1.0,17.6
tank,Tank Fighter,10,bronze_sword,stone_golem,Stone Golem,10,95.0,10.16,9.65,18.9,65.0,8.34,5.42,51.3,0.37,player,,
tank,Tank Fighter,10,bronze_sword,dire_wight,Dire Wight,12,70.0,10.39,7.27,20.6,65.0,11.57,7.52,37.0,0.56,player,,
tank,Tank Fighter,10,bronze_sword,wraith,Wraith,12,65.0,11.46,7.45,20.1,60.0,11.69,7.01,39.6,0.51,player,,
tank,Tank Fighter,10,bronze_sword,troll,Troll,14,80.0,10.28,8.22,29.4,85.0,13.9,11.81,23.5,1.25,creature,,
tank,Tank Fighter,10,bronze_sword,young_dragon,Young Dragon,16,60.0,8.54,5.12,53.1,95.0,15.87,15.08,18.4,2.88,creature,,
tank,Tank Fighter,10,bronze_sword,demon,Demon,18,45.0,8.65,3.89,57.0,95.0,19.03,18.08,15.4,3.71,creature,,
tank,Tank Fighter,10,bronze_sword,ancient_dragon,Ancient Dragon,20,45.0,7.89,3.55,68.2,95.0,21.66,20.58,13.5,5.05,creature,,
tank,Tank Fighter,20,bronze_sword,rat,Giant Rat,1,95.0,21.05,20.0,1.0,5.0,1.0,0.05,8500.0,0.0,player,,
tank,Tank Fighter,20,bronze_sword,archer_goblin,Archer Goblin,2,95.0,21.05,20.0,1.7,5.0,1.0,0.05,8500.0,0.0,player,,
tank,Tank Fighter,20,bronze_sword,goblin,Goblin,2,95.0,21.05,20.0,2.0,5.0,1.0,0.05,8500.0,0.0,player,,
tank,Tank Fighter,20,bronze_sword,goblin_mage,Goblin Mage,3,95.0,21.05,20.0,1.9,5.0,1.0,0.05,8500.0,0.0,player,,
tank,Tank Fighter,20,bronze_sword,skeleton,Skeleton,3,95.0,19.79,18.8,2.8,5.0,1.78,0.09,4775.3,0.0,player,,
tank,Tank Fighter,20,bronze_sword,wild_boar,Wild Boar,4,95.0,21.05,20.0,3.1,5.0,3.78,0.19,2248.7,0.0,player,,
tank,Tank Fighter,20,bronze_sword,orc_brute,Orc Brute,5,95.0,20.05,19.05,3.8,5.0,5.78,0.29,1470.6,0.0,player,,
tank,Tank Fighter,20,bronze_sword,fire_elemental,Fire Elemental,6,95.0,20.05,19.05,4.6,5.0,8.78,0.44,968.1,0.0,player,,
tank,Tank Fighter,20,bronze_sword,dire_wolf,Dire Wolf,7,95.0,21.05,20.0,4.9,5.0,10.78,0.54,788.5,0.01,player,,
tank,Tank Fighter,20,bronze_sword,cyclops,Cyclops,8,95.0,21.05,20.0,7.6,35.0,2.49,0.87,486.8,0.02,player,,
tank,Tank Fighter,20,bronze_sword,ogre,Ogre,9,95.0,19.05,18.1,9.2,25.0,5.58,1.4,304.7,0.03,player,,
tank,Tank Fighter,20,bronze_sword,ogre_brute,Ogre Brute,10,95.0,19.05,18.1,10.0,45.0,5.45,2.45,173.4,0.06,player,,
tank,Tank Fighter,20,bronze_sword,stone_golem,Stone Golem,10,95.0,18.05,17.15,10.6,30.0,6.28,1.88,225.6,0.05,player,,
tank,Tank Fighter,20,bronze_sword,dire_wight,Dire Wight,12,95.0,18.05,17.15,8.7,30.0,9.78,2.93,144.9,0.06,player,,
tank,Tank Fighter,20,bronze_sword,wraith,Wraith,12,95.0,19.05,18.1,8.3,25.0,10.38,2.59,163.8,0.05,player,,
tank,Tank Fighter,20,bronze_sword,troll,Troll,14,95.0,18.05,17.15,14.1,50.0,11.33,5.67,75.0,0.19,player,,
tank,Tank Fighter,20,bronze_sword,young_dragon,Young Dragon,16,95.0,16.05,15.25,17.8,65.0,13.01,8.46,50.3,0.35,player,,
tank,Tank Fighter,20,bronze_sword,demon,Demon,18,95.0,15.81,15.02,14.8,70.0,16.1,11.27,37.7,0.39,player,,
tank,Tank Fighter,20,bronze_sword,ancient_dragon,Ancient Dragon,20,95.0,15.05,14.3,16.9,80.0,18.53,14.82,28.7,0.59,player,0.998,17.5
brute,Brute (pickaxe),1,pickaxe,rat,Giant Rat,1,80.0,6.91,5.53,3.6,35.0,1.0,0.35,477.1,0.01,player,1.0,4.2
brute,Brute (pickaxe),1,pickaxe,archer_goblin,Archer Goblin,2,75.0,6.93,5.2,6.5,60.0,1.0,0.6,278.3,0.02,player,,
brute,Brute (pickaxe),1,pickaxe,goblin,Goblin,2,80.0,6.91,5.53,7.2,50.0,1.0,0.5,334.0,0.02,player,,
brute,Brute (pickaxe),1,pickaxe,goblin_mage,Goblin Mage,3,75.0,6.93,5.2,7.3,60.0,1.0,0.6,278.3,0.03,player,,
brute,Brute (pickaxe),1,pickaxe,skeleton,Skeleton,3,80.0,5.65,4.52,11.5,50.0,3.15,1.58,106.0,0.11,player,,
brute,Brute (pickaxe),1,pickaxe,wild_boar,Wild Boar,4,70.0,6.96,4.88,12.7,70.0,4.04,2.82,59.1,0.22,player,,
brute,Brute (pickaxe),1,pickaxe,orc_brute,Orc Brute,5,75.0,5.93,4.45,16.4,75.0,5.07,3.8,43.9,0.37,player,,
brute,Brute (pickaxe),1,pickaxe,fire_elemental,Fire Elemental,6,60.0,6.04,3.62,24.0,75.0,6.67,5.0,33.4,0.72,player,,
brute,Brute (pickaxe),1,pickaxe,dire_wolf,Dire Wolf,7,45.0,7.22,3.25,29.8,80.0,7.69,6.15,27.2,1.1,creature,,
brute,Brute (pickaxe),1,pickaxe,cyclops,Cyclops,8,70.0,6.96,4.88,31.0,95.0,8.63,8.2,20.4,1.52,creature,,
brute,Brute (pickaxe),1,pickaxe,ogre,Ogre,9,65.0,5.0,3.25,51.1,95.0,10.74,10.2,16.4,3.12,creature,,
brute,Brute (pickaxe),1,pickaxe,ogre_brute,Ogre Brute,10,60.0,5.04,3.02,59.8,95.0,11.79,11.2,14.9,4.01,creature,,
brute,Brute (pickaxe),1,pickaxe,stone_golem,Stone Golem,10,65.0,4.0,2.6,70.0,95.0,11.79,11.2,14.9,4.69,creature,,
brute,Brute (pickaxe),1,pickaxe,dire_wight,Dire Wight,12,30.0,4.58,1.38,109.1,95.0,14.95,14.2,11.8,9.28,creature,,
brute,Brute (pickaxe),1,pickaxe,wraith,Wraith,12,25.0,5.8,1.45,103.4,95.0,14.95,14.2,11.8,8.8,creature,,
brute,Brute (pickaxe),1,pickaxe,troll,Troll,14,40.0,4.31,1.73,140.3,95.0,17.58,16.7,10.0,14.03,creature,,
brute,Brute (pickaxe),1,pickaxe,young_dragon,Young Dragon,16,20.0,3.12,0.62,435.2,95.0,19.68,18.7,8.9,48.73,creature,,
brute,Brute (pickaxe),1,pickaxe,demon,Demon,18,5.0,7.76,0.39,572.2,95.0,22.84,21.7,7.7,74.35,creature,,
brute,Brute (pickaxe),1,pickaxe,ancient_dragon,Ancient Dragon,20,5.0,7.0,0.35,691.4,95.0,25.47,24.2,6.9,100.2,creature,,
brute,Brute (pickaxe),5,pickaxe,rat,Giant Rat,1,95.0,6.84,6.5,3.1,20.0,1.0,0.2,1025.0,0.0,player,,
brute,Brute (pickaxe),5,pickaxe,archer_goblin,Archer Goblin,2,95.0,6.84,6.5,5.2,45.0,1.0,0.45,455.6,0.01,player,,
brute,Brute (pickaxe),5,pickaxe,goblin,Goblin,2,95.0,6.84,6.5,6.2,35.0,1.14,0.4,512.5,0.01,player,,
brute,Brute (pickaxe),5,pickaxe,goblin_mage,Goblin Mage,3,95.0,6.84,6.5,5.8,45.0,1.0,0.45,455.6,0.01,player,,
brute,Brute (pickaxe),5,pickaxe,skeleton,Skeleton,3,95.0,5.58,5.3,9.8,35.0,3.43,1.2,170.8,0.06,player,,
brute,Brute (pickaxe),5,pickaxe,wild_boar,Wild Boar,4,95.0,6.84,6.5,9.5,55.0,4.18,2.3,89.1,0.11,player,,
brute,Brute (pickaxe),5,pickaxe,orc_brute,Orc Brute,5,95.0,5.84,5.55,13.2,60.0,5.21,3.12,65.6,0.2,player,1.0,13.6
brute,Brute (pickaxe),5,pickaxe,fire_elemental,Fire Elemental,6,85.0,5.88,5.0,17.4,60.0,6.83,4.1,50.0,0.35,player,,
brute,Brute (pickaxe),5,pickaxe,dire_wolf,Dire Wolf,7,70.0,6.96,4.88,19.9,65.0,7.85,5.1,40.2,0.5,player,,
brute,Brute (pickaxe),5,pickaxe,cyclops,Cyclops,8,95.0,6.84,6.5,23.2,95.0,8.63,8.2,25.0,0.93,player,,
brute,Brute (pickaxe),5,pickaxe,ogre,Ogre,9,90.0,4.86,4.38,37.9,85.0,10.82,9.2,22.3,1.7,creature,,
brute,Brute (pickaxe),5,pickaxe,ogre_brute,Ogre Brute,10,85.0,4.88,4.15,43.6,95.0,11.79,11.2,18.3,2.38,creature,,
brute,Brute (pickaxe),5,pickaxe,stone_golem,Stone Golem,10,90.0,3.86,3.48,52.4,90.0,11.83,10.65,19.2,2.72,creature,,
brute,Brute (pickaxe),5,pickaxe,dire_wight,Dire Wight,12,55.0,4.09,2.25,66.7,90.0,15.0,13.5,15.2,4.39,creature,,
brute,Brute (pickaxe),5,pickaxe,wraith,Wraith,12,50.0,5.15,2.58,58.3,85.0,15.06,12.8,16.0,3.64,creature,,
brute,Brute (pickaxe),5,pickaxe,troll,Troll,14,65.0,4.0,2.6,93.1,95.0,17.58,16.7,12.3,7.58,creature,,
brute,Brute (pickaxe),5,pickaxe,young_dragon,Young Dragon,16,45.0,2.22,1.0,272.0,95.0,19.68,18.7,11.0,24.81,creature,,
brute,Brute (pickaxe),5,pickaxe,demon,Demon,18,30.0,2.34,0.7,315.8,95.0,22.84,21.7,9.4,33.43,creature,,
brute,Brute (pickaxe),5,pickaxe,ancient_dragon,Ancient Dragon,20,30.0,1.58,0.48,509.5,95.0,25.47,24.2,8.5,60.14,creature,,
brute,Brute (pickaxe),10,pickaxe,rat,Giant Rat,1,95.0,7.89,7.5,2.7,5.0,3.0,0.15,1680.0,0.0,player,,
brute,Brute (pickaxe),10,pickaxe,archer_goblin,Archer Goblin,2,95.0,7.89,7.5,4.5,25.0,1.4,0.35,720.0,0.01,player,,
brute,Brute (pickaxe),10,pickaxe,goblin,Goblin,2,95.0,7.89,7.5,5.3,15.0,2.0,0.3,840.0,0.01,player,,
brute,Brute (pickaxe),10,pickaxe,goblin_mage,Goblin Mage,3,95.0,7.89,7.5,5.1,25.0,1.0,0.25,1008.0,0.01,player,,
brute,Brute (pickaxe),10,pickaxe,skeleton,Skeleton,3,95.0,6.63,6.3,8.3,15.0,4.67,0.7,360.0,0.02,player,,
brute,Brute (pickaxe),10,pickaxe,wild_boar,Wild Boar,4,95.0,7.89,7.5,8.3,35.0,4.57,1.6,157.5,0.05,player,,
brute,Brute (pickaxe),10,pickaxe,orc_brute,Orc Brute,5,95.0,6.89,6.55,11.1,40.0,5.56,2.23,113.3,0.1,player,,
brute,Brute (pickaxe),10,pickaxe,fire_elemental,Fire Elemental,6,95.0,6.89,6.55,13.3,40.0,7.25,2.9,86.9,0.15,player,,
brute,Brute (pickaxe),10,pickaxe,dire_wolf,Dire Wolf,7,95.0,7.89,7.5,12.9,45.0,8.22,3.7,68.1,0.19,player,,
brute,Brute (pickaxe),10,pickaxe,cyclops,Cyclops,8,95.0,7.89,7.5,20.1,75.0,8.8,6.6,38.2,0.53,player,,
brute,Brute (pickaxe),10,pickaxe,ogre,Ogre,9,95.0,5.89,5.6,29.6,65.0,11.08,7.2,35.0,0.85,player,,
brute,Brute (pickaxe),10,pickaxe,ogre_brute,Ogre Brute,10,95.0,5.89,5.6,32.3,85.0,11.88,10.1,25.0,1.3,creature,0.024,29.8
brute,Brute (pickaxe),10,pickaxe,stone_golem,Stone Golem,10,95.0,4.89,4.65,39.1,70.0,12.07,8.45,29.8,1.31,creature,,
brute,Brute (pickaxe),10,pickaxe,dire_wight,Dire Wight,12,90.0,4.92,4.43,33.9,70.0,15.29,10.7,23.6,1.44,creature,,
brute,Brute (pickaxe),10,pickaxe,wraith,Wraith,12,85.0,5.94,5.05,29.7,65.0,15.38,10.0,25.2,1.18,creature,,
brute,Brute (pickaxe),10,pickaxe,troll,Troll,14,95.0,4.89,4.65,52.0,90.0,17.64,15.88,15.9,3.28,creature,,
brute,Brute (pickaxe),10,pickaxe,young_dragon,Young Dragon,16,80.0,2.97,2.38,114.5,95.0,19.68,18.7,13.5,8.5,creature,,
brute,Brute (pickaxe),10,pickaxe,demon,Demon,18,65.0,2.84,1.84,120.4,95.0,22.84,21.7,11.6,10.37,creature,,
brute,Brute (pickaxe),10,pickaxe,ancient_dragon,Ancient Dragon,20,65.0,2.08,1.35,179.3,95.0,25.47,24.2,10.4,17.21,creature,,
brute,Brute (pickaxe),20,pickaxe,rat,Giant Rat,1,95.0,8.95,8.5,2.4,5.0,3.0,0.15,2320.0,0.0,player,,
brute,Brute (pickaxe),20,pickaxe,archer_goblin,Archer Goblin,2,95.0,8.95,8.5,4.0,5.0,5.0,0.25,1392.0,0.0,player,,
brute,Brute (pickaxe),20,pickaxe,goblin,Goblin,2,95.0,8.95,8.5,4.7,5.0,5.0,0.25,1392.0,0.0,player,,
brute,Brute (pickaxe),20,pickaxe,goblin_mage,Goblin Mage,3,95.0,8.95,8.5,4.5,5.0,1.0,0.05,6960.0,0.0,player,,
brute,Brute (pickaxe),20,pickaxe,skeleton,Skeleton,3,95.0,7.69,7.3,7.1,5.0,9.0,0.45,773.3,0.01,player,,
brute,Brute (pickaxe),20,pickaxe,wild_boar,Wild Boar,4,95.0,8.95,8.5,7.3,5.0,11.0,0.55,632.7,0.01,player,,
brute,Brute (pickaxe),20,pickaxe,orc_brute,Orc Brute,5,95.0,7.95,7.55,9.7,5.0,13.0,0.65,535.4,0.02,player,,
brute,Brute (pickaxe),20,pickaxe,fire_elemental,Fire Elemental,6,95.0,7.95,7.55,11.5,5.0,16.0,0.8,435.0,0.03,player,,
brute,Brute (pickaxe),20,pickaxe,dire_wolf,Dire Wolf,7,95.0,8.95,8.5,11.4,5.0,18.0,0.9,386.7,0.03,player,,
brute,Brute (pickaxe),20,pickaxe,cyclops,Cyclops,8,95.0,8.95,8.5,17.8,35.0,9.71,3.4,102.4,0.17,player,,
brute,Brute (pickaxe),20,pickaxe,ogre,Ogre,9,95.0,6.95,6.6,25.2,25.0,12.8,3.2,108.8,0.23,player,,
brute,Brute (pickaxe),20,pickaxe,ogre_brute,Ogre Brute,10,95.0,6.95,6.6,27.4,45.0,12.67,5.7,61.1,0.45,player,,
brute,Brute (pickaxe),20,pickaxe,stone_golem,Stone Golem,10,95.0,5.95,5.65,32.2,30.0,13.5,4.05,85.9,0.37,player,,
brute,Brute (pickaxe),20,pickaxe,dire_wight,Dire Wight,12,95.0,5.95,5.65,26.5,30.0,17.0,5.1,68.2,0.39,player,,
brute,Brute (pickaxe),20,pickaxe,wraith,Wraith,12,95.0,6.95,6.6,22.7,25.0,17.6,4.4,79.1,0.29,player,,
brute,Brute (pickaxe),20,pickaxe,troll,Troll,14,95.0,5.95,5.65,42.8,50.0,18.55,9.28,37.5,1.14,creature,,
brute,Brute (pickaxe),20,pickaxe,young_dragon,Young Dragon,16,95.0,3.95,3.75,72.5,65.0,20.23,13.15,26.5,2.74,creature,,
brute,Brute (pickaxe),20,pickaxe,demon,Demon,18,95.0,3.71,3.52,63.0,70.0,23.32,16.32,21.3,2.96,creature,,
brute,Brute (pickaxe),20,pickaxe,ancient_dragon,Ancient Dragon,20,95.0,2.95,2.8,86.4,80.0,25.75,20.6,16.9,5.12,creature,0.0,
archer_bow,Archer (bow),1,bow,rat,Giant Rat,1,70.0,8.04,5.62,3.6,20.0,4.38,0.88,149.7,0.02,player,1.0,4.3
archer_bow,Archer (bow),1,bow,archer_goblin,Archer Goblin,2,65.0,8.08,5.25,6.5,45.0,5.0,2.25,58.2,0.11,player,,
archer_bow,Archer (bow),1,bow,goblin,Goblin,2,70.0,8.04,5.62,7.1,35.0,5.14,1.8,72.8,0.1,player,,
archer_bow,Archer (bow),1,bow,goblin_mage,Goblin Mage,3,65.0,8.08,5.25,7.2,45.0,2.22,1.0,131.0,0.06,player,,
archer_bow,Archer (bow),1,bow,skeleton,Skeleton,3,70.0,6.78,4.74,11.0,35.0,7.43,2.6,50.4,0.22,player,,
archer_bow,Archer (bow),1,bow,wild_boar,Wild Boar,4,60.0,8.12,4.88,12.7,55.0,8.18,4.5,29.1,0.44,player,,
archer_bow,Archer (bow),1,bow,orc_brute,Orc Brute,5,65.0,7.08,4.6,15.9,60.0,9.21,5.52,23.7,0.67,player,,
archer_bow,Archer (bow),1,bow,fire_elemental,Fire Elemental,6,50.0,7.25,3.62,24.0,60.0,10.83,6.5,20.2,1.19,creature,,
archer_bow,Archer (bow),1,bow,dire_wolf,Dire Wolf,7,35.0,8.57,3.0,32.3,65.0,11.85,7.7,17.0,1.9,creature,,
archer_bow,Archer (bow),1,bow,cyclops,Cyclops,8,60.0,8.12,4.88,31.0,95.0,12.63,12.0,10.9,2.84,creature,,
archer_bow,Archer (bow),1,bow,ogre,Ogre,9,55.0,6.18,3.4,48.8,85.0,14.82,12.6,10.4,4.7,creature,,
archer_bow,Archer (bow),1,bow,ogre_brute,Ogre Brute,10,50.0,6.25,3.12,57.9,95.0,15.79,15.0,8.7,6.63,creature,,
archer_bow,Archer (bow),1,bow,stone_golem,Stone Golem,10,55.0,5.18,2.85,63.9,90.0,15.83,14.25,9.2,6.95,creature,,
archer_bow,Archer (bow),1,bow,dire_wight,Dire Wight,12,20.0,6.38,1.28,117.6,90.0,19.0,17.1,7.7,15.36,creature,,
archer_bow,Archer (bow),1,bow,wraith,Wraith,12,15.0,8.0,1.2,125.0,85.0,19.06,16.2,8.1,15.46,creature,,
archer_bow,Archer (bow),1,bow,troll,Troll,14,30.0,5.75,1.72,140.3,95.0,21.58,20.5,6.4,21.95,creature,,
archer_bow,Archer (bow),1,bow,young_dragon,Young Dragon,16,10.0,6.25,0.62,435.2,95.0,23.68,22.5,5.8,74.75,creature,,
archer_bow,Archer (bow),1,bow,demon,Demon,18,5.0,9.76,0.49,454.9,95.0,26.84,25.5,5.1,88.55,creature,,
archer_bow,Archer (bow),1,bow,ancient_dragon,Ancient Dragon,20,5.0,9.0,0.45,537.8,95.0,29.47,28.0,4.7,114.94,creature,,
archer_bow,Archer (bow),5,bow,rat,Giant Rat,1,90.0,11.08,9.98,2.0,5.0,7.0,0.35,431.4,0.0,player,,
archer_bow,Archer (bow),5,bow,archer_goblin,Archer Goblin,2,85.0,11.12,9.45,3.6,25.0,5.4,1.35,111.9,0.03,player,,
archer_bow,Archer (bow),5,bow,goblin,Goblin,2,90.0,11.08,9.98,4.0,15.0,6.0,0.9,167.8,0.02,player,,
archer_bow,Archer (bow),5,bow,goblin_mage,Goblin Mage,3,85.0,11.12,9.45,4.0,25.0,2.4,0.6,251.7,0.02,player,,
archer_bow,Archer (bow),5,bow,skeleton,Skeleton,3,90.0,9.82,8.84,5.9,15.0,8.67,1.3,116.2,0.05,player,,
archer_bow,Archer (bow),5,bow,wild_boar,Wild Boar,4,80.0,11.16,8.93,6.9,35.0,8.57,3.0,50.3,0.14,player,,
archer_bow,Archer (bow),5,bow,orc_brute,Orc Brute,5,85.0,10.12,8.6,8.5,40.0,9.56,3.83,39.5,0.22,player,1.0,9.1
archer_bow,Archer (bow),5,bow,fire_elemental,Fire Elemental,6,70.0,10.25,7.17,12.1,40.0,11.25,4.5,33.6,0.36,player,,
archer_bow,Archer (bow),5,bow,dire_wolf,Dire Wolf,7,55.0,11.45,6.3,15.4,45.0,12.22,5.5,27.5,0.56,player,,
archer_bow,Archer (bow),5,bow,cyclops,Cyclops,8,80.0,11.16,8.93,16.9,75.0,12.8,9.6,15.7,1.08,creature,,
archer_bow,Archer (bow),5,bow,ogre,Ogre,9,75.0,9.2,6.9,24.1,65.0,15.08,9.8,15.4,1.56,creature,,
archer_bow,Archer (bow),5,bow,ogre_brute,Ogre Brute,10,70.0,9.25,6.47,28.0,85.0,15.88,13.5,11.2,2.5,creature,,
archer_bow,Archer (bow),5,bow,stone_golem,Stone Golem,10,75.0,8.2,6.15,29.6,70.0,16.07,11.25,13.4,2.2,creature,,
archer_bow,Archer (bow),5,bow,dire_wight,Dire Wight,12,40.0,8.81,3.53,42.6,70.0,19.29,13.5,11.2,3.8,creature,,
archer_bow,Archer (bow),5,bow,wraith,Wraith,12,35.0,10.0,3.5,42.9,65.0,19.38,12.6,12.0,3.58,creature,,
archer_bow,Archer (bow),5,bow,troll,Troll,14,50.0,8.55,4.28,56.6,90.0,21.64,19.48,7.8,7.3,creature,,
archer_bow,Archer (bow),5,bow,young_dragon,Young Dragon,16,30.0,7.25,2.17,125.1,95.0,23.68,22.5,6.7,18.63,creature,,
archer_bow,Archer (bow),5,bow,demon,Demon,18,15.0,8.76,1.31,168.9,95.0,26.84,25.5,5.9,28.53,creature,,
archer_bow,Archer (bow),5,bow,ancient_dragon,Ancient Dragon,20,15.0,8.0,1.2,201.7,95.0,29.47,28.0,5.4,37.4,creature,,
archer_bow,Archer (bow),10,bow,rat,Giant Rat,1,95.0,16.32,15.5,1.3,5.0,1.0,0.05,3520.0,0.0,player,,
archer_bow,Archer (bow),10,bow,archer_goblin,Archer Goblin,2,95.0,16.32,15.5,2.2,5.0,2.0,0.1,1760.0,0.0,player,,
archer_bow,Archer (bow),10,bow,goblin,Goblin,2,95.0,16.32,15.5,2.6,5.0,2.0,0.1,1760.0,0.0,player,,
archer_bow,Archer (bow),10,bow,goblin_mage,Goblin Mage,3,95.0,16.32,15.5,2.5,5.0,1.0,0.05,3520.0,0.0,player,,
archer_bow,Archer (bow),10,bow,skeleton,Skeleton,3,95.0,15.06,14.3,3.6,5.0,6.0,0.3,586.7,0.01,player,,
archer_bow,Archer (bow),10,bow,wild_boar,Wild Boar,4,95.0,16.32,15.5,4.0,10.0,4.25,0.43,414.1,0.01,player,,
archer_bow,Archer (bow),10,bow,orc_brute,Orc Brute,5,95.0,15.32,14.55,5.0,15.0,4.33,0.65,270.8,0.02,player,,
archer_bow,Archer (bow),10,bow,fire_elemental,Fire Elemental,6,90.0,15.36,13.82,6.3,15.0,6.33,0.95,185.3,0.03,player,,
archer_bow,Archer (bow),10,bow,dire_wolf,Dire Wolf,7,75.0,16.53,12.4,7.8,20.0,6.75,1.35,130.4,0.06,player,,
archer_bow,Archer (bow),10,bow,cyclops,Cyclops,8,95.0,16.32,15.5,9.7,50.0,6.2,3.1,56.8,0.17,player,,
archer_bow,Archer (bow),10,bow,ogre,Ogre,9,95.0,14.32,13.6,12.2,40.0,8.75,3.5,50.3,0.24,player,,
archer_bow,Archer (bow),10,bow,ogre_brute,Ogre Brute,10,90.0,14.36,12.93,14.0,60.0,9.25,5.55,31.7,0.44,player,0.999,14.6
archer_bow,Archer (bow),10,bow,stone_golem,Stone Golem,10,95.0,13.32,12.65,14.4,45.0,9.67,4.35,40.5,0.36,player,,
archer_bow,Archer (bow),10,bow,dire_wight,Dire Wight,12,60.0,13.79,8.27,18.1,45.0,13.0,5.85,30.1,0.6,player,,
archer_bow,Archer (bow),10,bow,wraith,Wraith,12,55.0,14.91,8.2,18.3,40.0,13.25,5.3,33.2,0.55,player,,
archer_bow,Archer (bow),10,bow,troll,Troll,14,70.0,13.61,9.53,25.4,65.0,15.08,9.8,18.0,1.41,creature,,
archer_bow,Archer (bow),10,bow,young_dragon,Young Dragon,16,50.0,12.05,6.03,45.1,80.0,16.91,13.53,13.0,3.47,creature,,
archer_bow,Archer (bow),10,bow,demon,Demon,18,35.0,12.47,4.37,50.8,85.0,20.0,17.0,10.4,4.91,creature,,
archer_bow,Archer (bow),10,bow,ancient_dragon,Ancient Dragon,20,35.0,11.71,4.1,59.0,95.0,22.47,21.35,8.2,7.16,creature,,
archer_bow,Archer (bow),20,bow,rat,Giant Rat,1,95.0,22.63,21.5,0.9,5.0,1.0,0.05,4520.0,0.0,player,,
archer_bow,Archer (bow),20,bow,archer_goblin,Archer Goblin,2,95.0,22.63,21.5,1.6,5.0,2.0,0.1,2260.0,0.0,player,,
archer_bow,Archer (bow),20,bow,goblin,Goblin,2,95.0,22.63,21.5,1.9,5.0,2.0,0.1,2260.0,0.0,player,,
archer_bow,Archer (bow),20,bow,goblin_mage,Goblin Mage,3,95.0,22.63,21.5,1.8,5.0,1.0,0.05,4520.0,0.0,player,,
archer_bow,Archer (bow),20,bow,skeleton,Skeleton,3,95.0,21.37,20.3,2.6,5.0,6.0,0.3,753.3,0.0,player,,
archer_bow,Archer (bow),20,bow,wild_boar,Wild Boar,4,95.0,22.63,21.5,2.9,5.0,8.0,0.4,565.0,0.01,player,,
archer_bow,Archer (bow),20,bow,orc_brute,Orc Brute,5,95.0,21.63,20.55,3.6,5.0,10.0,0.5,452.0,0.01,player,,
